"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QQIGYRTC","journalArticle","2024","Stoffel, Phillip; Berktold, Max; Müller, Dirk","Real-life data-driven model predictive control for building energy systems comparing different machine learning models","Energy and Buildings","","03787788","10.1016/j.enbuild.2024.113895","https://linkinghub.elsevier.com/retrieve/pii/S0378778824000112","","2024-02","2026-04-17 07:05:05","2026-04-17 07:05:05","2026-04-17 07:05:05","113895","","","305","","Energy and Buildings","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/2W2DGZXN/Stoffel et al. - 2024 - Real-life data-driven model predictive control for building energy systems comparing different machi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C54QQGE","journalArticle","2024","Xin, Xin; Zhang, Zhihao; Zhou, Yong; Liu, Yanfeng; Wang, Dengjia; Nan, Shuo","A comprehensive review of predictive control strategies in heating, ventilation, and air-conditioning (HVAC): Model-free VS model","Journal of Building Engineering","","23527102","10.1016/j.jobe.2024.110013","https://linkinghub.elsevier.com/retrieve/pii/S235271022401581X","Predictive control offers significant advantages in nonlinear control, high thermal inertia, and dynamic control. This article uses a Systematic Reviews and Meta-Analyses methodology to review 245 studies on predictive control in HVAC systems over the past 12 years, focusing on Model Predictive Control (MPC) and Model-Free Predictive Control (MFPC). In cooling systems, MPC is widely applied to energy efficiency management, continuous operation and maintenance, and overall system optimization in multi-zone residences. Its advantage is its ability to respond to system dynamics and precisely control key components such as cooling towers, condensers, evaporators, and pumps. Research focuses on simplifying models, reducing computational complexity, and enhancing real-time performance. In contrast, MFPC saves energy in equipment components and overall operation through intelligent valves, agent control programs, and other methods. Research focuses on developing new reinforcement learning algorithms to improve control efficiency and reliability. MPC research in heating systems focuses on hydraulic and thermal balance in central heating systems and expands to managing renewable energy hybrid systems. The research aims to dynamically adjust to meet user thermal comfort requirements while reducing energy consumption and improving efficiency. Key technologies include modeling techniques, distributed MPC, cross-regional integrated control, and efficient renewable energy integration strategies. MFPC precisely controls heating system water supply temperature, heat pump energy efficiency, and heating terminals through model-free algorithms like deep reinforcement learning and multivariable extremum seeking control. In integrated HVAC systems, MPC research focuses on managing multi-energy systems through hierarchical decomposition and multi-layer strategies, seamless renewable energy integration and optimization, and developing multi-objective optimization and decision support tools. MFPC research includes automatic grading strategies for integrated controllers, online optimization balancing methods, multi-agent methods, and developing intelligent model-free adaptive control strategies. However, MFPC integration in practical applications still needs strengthening. This review guides researchers in selecting the best predictive control mode for various HVAC system applications.","2024-10","2026-04-17 07:05:35","2026-04-17 07:05:35","2026-04-17 07:05:35","110013","","","94","","Journal of Building Engineering","A comprehensive review of predictive control strategies in heating, ventilation, and air-conditioning (HVAC)","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/QCDQIZ48/Xin et al. - 2024 - A comprehensive review of predictive control strategies in heating, ventilation, and air-conditionin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YY257MHP","journalArticle","2016","Killian, M.; Kozek, M.","Ten questions concerning model predictive control for energy efficient buildings","Building and Environment","","03601323","10.1016/j.buildenv.2016.05.034","https://linkinghub.elsevier.com/retrieve/pii/S0360132316301925","Buildings are dynamical systems with several control challenges: large storage capacities, switching aggregates, technical and thermal constraints, and internal and external disturbances (occupancy, ambient temperature, solar radiation). Conﬂicting optimization goals naturally arise in buildings, where the maximization of user comfort versus the minimization of energy consumption poses the main tradeoff to be balanced. Model predictive control (MPC) is the ideal control strategy to deal with such problems. Especially the knowledge and use of future disturbances in the optimization makes MPC such a powerful and valuable control tool in the area of building automation. MPC compromises a class of control algorithms that utilizes an online process model to optimize the future response of a plant. The main beneﬁts of MPC are the explicit consideration of building dynamics, available predictions of future disturbances, constraints, and conﬂicting optimization goals to provide the optimal control input. MPC technology has been applied to process control for several decades and it is an upcoming ﬁeld in building automation. This is a consequence of the large potential for saving energy in buildings and also allows to maximize the use of renewable energy sources. Furthermore, the added ﬂexibility enables to integrate such buildings in future smart grids. In this work ten questions concerning model predictive control for energy efﬁcient buildings are posed and answered in detail.","2016-08","2026-04-17 07:06:15","2026-04-17 07:06:15","2026-04-17 07:06:15","403-412","","","105","","Building and Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/9PPFG5WF/Killian and Kozek - 2016 - Ten questions concerning model predictive control for energy efficient buildings.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3BLKMSA","journalArticle","2018","Smarra, Francesco; Jain, Achin; De Rubeis, Tullio; Ambrosini, Dario; D’Innocenzo, Alessandro; Mangharam, Rahul","Data-driven model predictive control using random forests for building energy optimization and climate control","Applied Energy","","03062619","10.1016/j.apenergy.2018.02.126","https://linkinghub.elsevier.com/retrieve/pii/S0306261918302575","Model Predictive Control (MPC) is a model-based technique widely and successfully used over the past years to improve control systems performance. A key factor prohibiting the widespread adoption of MPC for complex systems such as buildings is related to the diﬃculties (cost, time and eﬀort) associated with the identiﬁcation of a predictive model of a building. To overcome this problem, we introduce a novel idea for predictive control based on historical building data leveraging machine learning algorithms like regression trees and random forests. We call this approach Data-driven model Predictive Control (DPC), and we apply it to three diﬀerent case studies to demonstrate its performance, scalability and robustness. In the ﬁrst case study we consider a benchmark MPC controller using a bilinear building model, then we apply DPC to a data-set simulated from such bilinear model and derive a controller based only on the data. Our results demonstrate that DPC can provide comparable performance with respect to MPC applied to a perfectly known mathematical model. In the second case study we apply DPC to a 6 story 22 zone building model in EnergyPlus, for which model-based control is not economical and practical due to extreme complexity, and address a Demand Response problem. Our results demonstrate scalability and eﬃciency of DPC showing that DPC provides the desired power curtailment with an average error of 3%. In the third case study we implement and test DPC on real data from an oﬀ-grid house located in L’Aquila, Italy. We compare the total amount of energy saved with respect to the classical bang-bang controller, showing that we can perform an energy saving up to 49.2%. Our results demonstrate robustness of our method to uncertainties both in real data acquisition and weather forecast.","2018-09","2026-04-17 07:06:27","2026-04-17 07:06:27","2026-04-17 07:06:27","1252-1272","","","226","","Applied Energy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/RX58WMIF/Smarra et al. - 2018 - Data-driven model predictive control using random forests for building energy optimization and clima.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJUASCRH","journalArticle","2020","Maddalena, Emilio T.; Lian, Yingzhao; Jones, Colin N.","Data-driven methods for building control — A review and promising future directions","Control Engineering Practice","","09670661","10.1016/j.conengprac.2019.104211","https://linkinghub.elsevier.com/retrieve/pii/S0967066119301832","A review of the heating, ventilation and air-conditioning control problem for buildings is presented with particular emphasis on its distinguishing features. Next, we not only examine how data-driven algorithms have been exploited to tackle the main challenges present in this area, but also point to promising future investigations both from theoretical and from practical viewpoints. Rule based control, reinforcement learning, model predictive control (MPC), and learning MPC techniques are compared on the basis of four attributes that we expect an ideal solution to possess. Finally, on-line learning MPC with guarantees is recognized as an approach with high potential that needs to be further investigated by researchers. Such a solution is likely to be accepted by practitioners since it meets the industry expectations of reduced deployment time and costs.","2020-02","2026-04-17 07:11:36","2026-04-17 07:11:36","2026-04-17 07:11:36","104211","","","95","","Control Engineering Practice","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/PMD2MH5N/Maddalena et al. - 2020 - Data-driven methods for building control — A review and promising future directions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5ZYR3LD","journalArticle","2023","Stoffel, Phillip; Maier, Laura; Kümpel, Alexander; Schreiber, Thomas; Müller, Dirk","Evaluation of advanced control strategies for building energy systems","Energy and Buildings","","03787788","10.1016/j.enbuild.2022.112709","https://linkinghub.elsevier.com/retrieve/pii/S0378778822008805","Advanced building control strategies like model predictive control and reinforcement learning can consider forecasts for weather, occupancy, and energy prices. Combined with system and domain knowledge, this makes them a promising approach to reduce buildings’ energy consumption and CO2 emissions. For this reason, model predictive control and reinforcement learning have recently gained more popularity in the scientiﬁc literature. Nevertheless, publications often lack comparability among different control algorithms. The studies in the literature mainly focus on the comparison of an advanced algorithm with a conventional alternative. At the same time, use cases and key performance indicators vary strongly. This paper extensively evaluates six advanced control algorithms based on quantitative and qualitative key performance indicators. The considered control algorithms are a state-of-the-art model-free reinforcement learning algorithm (Soft-Actor-Critic), three model predictive controllers based on white-box, gray-box, and black-box modeling, approximate model predictive control, and a well-designed rulebased controller for fair benchmarking. The controllers are applied to an exemplary multi–input–mult i–output building energy system and evaluated using a one-year simulation to cover seasonal effects. The considered building energy system is an ofﬁce room supplied with heat and cold by an air handling unit and a concrete core activation.","2023-02","2026-04-17 07:13:50","2026-04-17 07:13:50","2026-04-17 07:13:50","112709","","","280","","Energy and Buildings","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/GLHKCPS8/Stoffel et al. - 2023 - Evaluation of advanced control strategies for building energy systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG4D6B2A","journalArticle","2014","Klaučo, Martin; Drgoňa, Ján; Kvasnica, Michal; Cairano, Stefano Di","Building Temperature Control by Simple MPC-like Feedback Laws Learned from Closed-Loop Data","IFAC Proceedings Volumes","","14746670","10.3182/20140824-6-ZA-1003.01633","https://linkinghub.elsevier.com/retrieve/pii/S1474667016416770","We show how to synthesize simple, yet well-performing feedback strategies that mimic the behavior of optimization-based controllers, such as those based on model predictive control (MPC). The approach is based on employing regression trees to derive dependence of real-valued control inputs on measurements. Quality of classical regression policies is improved by ﬁnding, simultaneously, optimal aﬃne splits and optimal local aﬃne regressors. We furthermore illustrate how to reﬁne the local regressors such that the overal feedback strategy guarantees satisfaction of input constraints. The main advantage of the proposed regressionbased control strategy stems from its fast implementation even on very simple hardware. The approach is demonstrated on a case study that assumes control of temperature in a one-zone building. Here, the data used in the learning process are generated by MPC. We show that the simple feedback law attains almost the same level of performance as the complex MPC controller.","2014","2026-04-17 07:14:18","2026-04-17 07:14:18","2026-04-17 07:14:18","581-586","","3","47","","IFAC Proceedings Volumes","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/4G8F5Q9T/Klaučo et al. - 2014 - Building Temperature Control by Simple MPC-like Feedback Laws Learned from Closed-Loop Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9JDT4KN8","journalArticle","2021","Kathirgamanathan, Anjukan; De Rosa, Mattia; Mangina, Eleni; Finn, Donal P.","Data-driven predictive control for unlocking building energy flexibility: A review","Renewable and Sustainable Energy Reviews","","13640321","10.1016/j.rser.2020.110120","https://linkinghub.elsevier.com/retrieve/pii/S1364032120304111","Managing supply and demand in the electricity grid is becoming more challenging due to the increasing penetration of variable renewable energy sources. As significant end-use consumers, and through better grid integration, buildings are expected to play an expanding role in the future smart grid. Predictive control allows buildings to better harness available energy flexibility from the building passive thermal mass. However, due to the heterogeneous nature of the building stock, developing computationally tractable control-oriented models, which adequately represent the complex and nonlinear thermal-dynamics of individual buildings, is proving to be a major hurdle. Data-driven predictive control, coupled with the “Internet of Things”, holds the promise for a scalable and transferrable approach, with data-driven models replacing traditional physics-based models. This review examines recent work utilising data-driven predictive control for demand side management application with a special focus on the nexus of model development and control integration, which to date, previous reviews have not addressed. Further topics examined include the practical requirements for harnessing passive thermal mass and the issue of feature selection. Current research gaps are outlined and future research pathways are suggested to identify the most promising data-driven predictive control techniques for grid integration of buildings.","2021-01","2026-04-17 07:28:49","2026-04-17 07:28:49","2026-04-17 07:28:49","110120","","","135","","Renewable and Sustainable Energy Reviews","Data-driven predictive control for unlocking building energy flexibility","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/6A5DE3ID/Kathirgamanathan et al. - 2021 - Data-driven predictive control for unlocking building energy flexibility A review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VP9C8X6Z","journalArticle","2013","Arbelaitz, Olatz; Gurrutxaga, Ibai; Muguerza, Javier; Pérez, Jesús M.; Perona, Iñigo","An extensive comparative study of cluster validity indices","Pattern Recognition","","00313203","10.1016/j.patcog.2012.07.021","https://linkinghub.elsevier.com/retrieve/pii/S003132031200338X","The validation of the results obtained by clustering algorithms is a fundamental part of the clustering process. The most used approaches for cluster validation are based on internal cluster validity indices. Although many indices have been proposed, there is no recent extensive comparative study of their performance. In this paper we show the results of an experimental work that compares 30 cluster validity indices in many different environments with different characteristics. These results can serve as a guideline for selecting the most suitable index for each possible application and provide a deep insight into the performance differences between the currently available indices.","2013-01","2026-04-17 10:08:46","2026-04-17 10:08:46","2026-04-17 10:08:46","243-256","","1","46","","Pattern Recognition","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/RTZT65ZM/Arbelaitz et al. - 2013 - An extensive comparative study of cluster validity indices.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVCYQ43L","journalArticle","2010","Vendramin, Lucas; Campello, Ricardo J. G. B.; Hruschka, Eduardo R.","Relative clustering validity criteria: A comparative overview","Statistical Analysis and Data Mining: The ASA Data Science Journal","","1932-1864, 1932-1872","10.1002/sam.10080","https://onlinelibrary.wiley.com/doi/10.1002/sam.10080","Abstract             Many different relative clustering validity criteria exist that are very useful in practice as quantitative measures for evaluating the quality of data partitions, and new criteria have still been proposed from time to time. These criteria are endowed with particular features that may make each of them able to outperform others in specific classes of problems. In addition, they may have completely different computational requirements. Then, it is a hard task for the user to choose a specific criterion when he or she faces such a variety of possibilities. For this reason, a relevant issue within the field of clustering analysis consists of comparing the performances of existing validity criteria and, eventually, that of a new criterion to be proposed. In spite of this, the comparison paradigm traditionally adopted in the literature is subject to some conceptual limitations. The present paper describes an alternative, possibly complementary methodology for comparing clustering validity criteria and uses it to make an extensive comparison of the performances of 40 criteria over a collection of 962,928 partitions derived from five well‐known clustering algorithms and 1080 different data sets of a given class of interest. A detailed review of the relative criteria under investigation is also provided that includes an original comparative asymptotic analysis of their computational complexities. This work is intended to be a complement of the classic study reported in 1985 by Milligan and Cooper as well as a thorough extension of a preliminary paper by the authors themselves. Copyright © 2010 Wiley Periodicals, Inc. Statistical Analysis and Data Mining 3: 209‐235, 2010","2010-08","2026-04-17 10:08:54","2026-04-17 10:08:54","2026-04-17 10:08:54","209-235","","4","3","","Statistical Analysis","Relative clustering validity criteria","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/IPJ8MVTX/Vendramin et al. - 2010 - Relative clustering validity criteria A comparative overview.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LK6FI298","webpage","","","A Cluster Separation Measure","","","","","https://www.computer.org/csdl/journal/tp/1979/02/04766909/13rRUxBa56V?utm_source=chatgpt.com","","","2026-04-17 10:09:00","2026-04-17 10:09:00","2026-04-17 10:09:00","","","","","","","","","","","","","","","","","","","","","","","/Users/anastasijazubkova/Zotero/storage/VSVPN8ZP/13rRUxBa56V.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBWBU49C","journalArticle","1974","Caliński, T.; Harabasz, J","A dendrite method for cluster analysis","Communications in Statistics","","0090-3272","10.1080/03610927408827101","https://doi.org/10.1080/03610927408827101","A method for identifying clusters of points in a multidimensional Euclidean space is described and its application to taxonomy considered. It reconciles, in a sense, two different approaches to the investigation of the spatial relationships between the points, viz., the agglomerative and the divisive methods. A graph, the shortest dendrite of Florek etal. (1951a), is constructed on a nearest neighbour basis and then divided into clusters by applying the criterion of minimum within cluster sum of squares. This procedure ensures an effective reduction of the number of possible splits. The method may be applied to a dichotomous division, but is perfectly suitable also for a global division into any number of clusters. An informal indicator of the ""best number"" of clusters is suggested. It is a""variance ratio criterion"" giving some insight into the structure of the points. The method is illustrated by three examples, one of which is original. The results obtained by the dendrite method are compared with those obtained by using the agglomerative method or Ward (1963) and the divisive method of Edwards and Cavalli-Sforza (1965).","1974-01-01","2026-04-17 10:09:25","2026-04-17 10:09:25","2026-04-17 10:09:25","1-27","","1","3","","","","","","","","Taylor & Francis","","","","","","","Taylor and Francis+NEJM","","_eprint: https://doi.org/10.1080/03610927408827101","","","","","approximate grouping procedure; cluster analysis; minimum variance (WGSS) criterion for optimal grouping; numerical taxonomy; shortest dendrite = minimum spanning tree; variance ratio criterion for best number of groups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2W27TY7","journalArticle","1987","Rousseeuw, Peter J.","Silhouettes: A graphical aid to the interpretation and validation of cluster analysis","Journal of Computational and Applied Mathematics","","03770427","10.1016/0377-0427(87)90125-7","https://linkinghub.elsevier.com/retrieve/pii/0377042787901257","A new graphical display is proposed for partitioning techniques. Each cluster is represented by a so-called silhouette, which is based on the comparison of its tightness and separation. This silhouette shows which objects he well within their cluster, and which ones are merely somewhere in between clusters. The entire clustering is displayed by combining the silhouettes into a single plot, allowing an appreciation of the relative quality of the clusters and an overview of the data configuration. The average silhouette width provides an evaluation of clustering validity, and might be used to select an ‘appropriate’ number of clusters.","1987-11","2026-04-17 10:09:37","2026-04-17 10:09:38","2026-04-17 10:09:37","53-65","","","20","","Journal of Computational and Applied Mathematics","Silhouettes","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/V2ANV9NR/Rousseeuw - 1987 - Silhouettes A graphical aid to the interpretation and validation of cluster analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
